time,position_x,position_y,orientation_x,orientation_y,orientation_z,orientation_w,speed_x,speed_y,angular_z
1627660348107210000,-10.8378254316832,10.9997880111832,0,0,-0.001688459495114,0.999998574551251,0.5773061694702,0,-0.016067023220784
1627660348107250000,-10.8262557110598,10.9997489410069,0,0,-0.00185881576564,0.999998272400482,0.595797866378215,0,-0.01700081155527
1627660348151360000,-10.8143088804203,10.9997045268624,0,0,-0.00203880146356,0.999997921642136,0.613928888680908,0,-0.017951967475666
1627660348151370000,-10.8019623537279,10.9996541823151,0,0,-0.002228994189671,0.999997515789365,0.631748528345695,0,-0.018914486185473
1627660348199200000,-10.7894746755968,10.9995985119762,0,0,-0.002425522271265,0.999997058416529,0.648911295125453,0,-0.019884469750635
1627660348199230000,-10.7764356586663,10.9995352585661,0,0,-0.002634912179998,0.999996528612877,0.666013001771929,0,-0.020841189794481
1627660348199240000,-10.7632002300027,10.9994655094553,0,0,-0.002851689595541,0.999995933924959,0.682586745324963,0,-0.021816462422627
1627660348243270000,-10.7495404306634,10.9993876014897,0,0,-0.003079652312263,0.999995257859574,0.698944933815376,0,-0.022782542967646
1627660348243290000,-10.7355863058842,10.9993016525617,0,0,-0.00331655071003,0.99999450023057,0.714937945342117,0,-0.023731569542007
1627660348254960000,-10.7212542959379,10.9992065853176,0,0,-0.003563905410393,0.999993649268947,0.730676045098741,0,-0.024677685607878
1627660348273560000,-10.7065812345392,10.9991019965191,0,0,-0.003821217937321,0.999992699120086,0.746125606453097,0,-0.025626363940418
1627660348319330000,-10.6917822690587,10.9989888938972,0,0,-0.004084770146404,0.999991657291625,0.761078701279727,0,-0.026574674611652
1627660348319380000,-10.6765291009982,10.9988642794072,0,0,-0.004360433634041,0.999990493264072,0.775888295693434,0,-0.027508577647649
1627660348367280000,-10.6610818626379,10.9987295622497,0,0,-0.004643425803953,0.999989219240289,0.790305256902316,0,-0.028427630036709
1627660348367300000,-10.6452557284668,10.9985825825364,0,0,-0.004937171054721,0.999987812096716,0.804517750734402,0,-0.029336421236633
1627660348415610000,-10.6292112472907,10.9984241480473,0,0,-0.005238779000991,0.999986277503136,0.818388415330607,0,-0.030245946382704
1627660348415640000,-10.6128664399451,10.9982528873299,0,0,-0.005549821014714,0.999984599624766,0.832002270775672,0,-0.031146639720319
1627660348415650000,-10.5962165260068,10.9980680707066,0,0,-0.005870457453926,0.999982768716182,0.845370972122425,0,-0.032043188124716
1627660348459280000,-10.5792941644669,10.9978693764284,0,0,-0.006200095986931,0.999980779220157,0.858476026636103,0,-0.032933076824177
1627660348459300000,-10.5620392036082,10.9976553992628,0,0,-0.006539967629169,0.999978614183028,0.871371345572893,0,-0.033816958272722
1627660348472050000,-10.5447516346405,10.9974292644716,0,0,-0.006884183261966,0.999976303729651,0.88384408865934,0,-0.034697850195188
1627660348491480000,-10.5271036260758,10.9971862629464,0,0,-0.007239231274842,0.999973796421961,0.896148244687982,0,-0.035560405352525
1627660348535180000,-10.5090866341511,10.9969253840955,0,0,-0.007605384785932,0.999971078642906,0.908289910651445,0,-0.036421448733146
1627660348535190000,-10.4909591149687,10.9966496266522,0,0,-0.007977104367989,0.999968182396771,0.920100541667007,0,-0.037247273962902
1627660348579190000,-10.4724987060629,10.9963550773193,0,0,-0.008358939336585,0.999965063456303,0.931736817535604,0,-0.038059131987963
1627660348579210000,-10.454043615389,10.9960465150119,0,0,-0.008743904615644,0.999961771335321,0.942994089017959,0,-0.038867250455679
1627660348623240000,-10.4351659540076,10.9957163482049,0,0,-0.009140891673272,0.999958221176973,0.954146414579146,0,-0.039656837439245
1627660348623260000,-10.4160432452176,10.9953667071624,0,0,-0.0095462510569,0.999954433507227,0.965088072624757,0,-0.040446618367923
1627660348667230000,-10.3967903400676,10.9949990707737,0,0,-0.009956761788056,0.999950430218766,0.97576117726553,0,-0.041149700403687
1627660348667260000,-10.3772857494987,10.9946106078805,0,0,-0.010375002776707,0.999946178210299,0.986242319172462,0,-0.041840764597795
1627660348711200000,-10.3576293479484,10.9942026715704,0,0,-0.010798839027144,0.999941690837854,0.996484023053929,0,-0.042524434845598
1627660348711220000,-10.337693408721,10.9937720262401,0,0,-0.011231022337479,0.99993693007972,1.00655985508577,0,-0.043197307214603
1627660348759270000,-10.3175039693568,10.9933184443272,0,0,-0.011671012849259,0.999931891410146,1.01645970721173,0,-0.043863931819992
1627660348759290000,-10.2971885708964,10.9928441448605,0,0,-0.012115654571752,0.999926602763572,1.02612658381908,0,-0.044485392123733
1627660348759300000,-10.2767571964061,10.99234895687,0,0,-0.012564707213181,0.999921060950637,1.03556472586176,0,-0.04509580679478
1627660348803250000,-10.2560307417318,10.9918279898238,0,0,-0.013022100586279,0.999915208853391,1.0448631663723,0,-0.04569519042975
1627660348803270000,-10.2351542822051,10.9912841407674,0,0,-0.013484646013476,0.999909078027543,1.05395992618796,0,-0.046288999373822
1627660348811690000,-10.2141322550408,10.9907170368865,0,0,-0.01395223172707,0.999902662877659,1.06285976913321,0,-0.046873095936367
1627660348833560000,-10.1928195230826,10.990122142815,0,0,-0.014427136533945,0.999895923449751,1.07162882926709,0,-0.047353056927132
1627660348875180000,-10.171493447938,10.9895066022226,0,0,-0.01490318036178,0.99988894144055,1.08015723020995,0,-0.047827344720504
1627660348875200000,-10.1498371110174,10.988860890489,0,0,-0.015387428258119,0.999881606517292,1.08857850156203,0,-0.048289929864625
1627660348919280000,-10.1282118042969,10.9881951383061,0,0,-0.015871803304541,0.99987403499634,1.09675552441456,0,-0.048747975452259
1627660348919290000,-10.106272607871,10.9874984457977,0,0,-0.016364018458941,0.999866100485398,1.10482598232923,0,-0.049193944780452
1627660348963230000,-10.0841911035841,10.9867754710794,0,0,-0.016860275196052,0.999857855457621,1.1127283241863,0,-0.049639673668889
1627660348963250000,-10.061819024421,10.9860207504031,0,0,-0.017363905128626,0.999849236034455,1.12051908591587,0,-0.050077304243659
1627660349007200000,-10.0395287072559,10.9852463062055,0,0,-0.017866523216799,0.999840380934949,1.12807259734754,0,-0.050509904997747
1627660349007210000,-10.0169929687101,10.9844406497988,0,0,-0.018375488374858,0.999831156459422,1.13550741422489,0,-0.05093042158014
1627660349051180000,-9.99433226728018,10.9836074248097,0,0,-0.018888081433185,0.99982160427737,1.14278630929326,0,-0.05134537798009
1627660349051190000,-9.97153398288686,10.9827457319109,0,0,-0.019403955356971,0.999811725534615,1.14991771627026,0,-0.051689944337336
1627660349095190000,-9.94856885786269,10.9818539996866,0,0,-0.019923771806006,0.999801501957775,1.15691451435547,0,-0.052027719604022
1627660349095200000,-9.92550683774638,10.9809344872337,0,0,-0.020445947158712,0.999790959773483,1.16375903994564,0,-0.052359302593418
1627660349095220000,-9.90212555325778,10.9799777822081,0,0,-0.020975516523738,0.999779989651004,1.1705201681268,0,-0.052683845053398
1627660349139240000,-9.87879432600737,10.9789983666306,0,0,-0.021504115860784,0.999768759764499,1.17709326210792,0,-0.053004603782012
1627660349139260000,-9.85531659441591,10.9779879298951,0,0,-0.022036100568388,0.999757175654038,1.18353976544216,0,-0.053307090986081
1627660349153260000,-9.83163921020294,10.9769436546677,0,0,-0.022572675543538,0.99974520469908,1.18987688638609,0,-0.053603805102458
1627660349172940000,-9.80790392142144,10.9758712969578,0,0,-0.023110629059801,0.999732913744696,1.19606943495279,0,-0.053895535321616
1627660349215310000,-9.7840702076104,10.9747687892471,0,0,-0.023650879378073,0.999720278830356,1.20213224368794,0,-0.054180658654135
1627660349215320000,-9.75996802364295,10.9736277559528,0,0,-0.024197281574593,0.999707202917134,1.20811104022888,0,-0.054459854845098
1627660349259280000,-9.73593452692136,10.9724636427313,0,0,-0.024740689090655,0.99969390230376,1.21392452638185,0,-0.054584171178887
1627660349259290000,-9.71169907805286,10.9712633369755,0,0,-0.025287254154311,0.999680226261046,1.21964289302906,0,-0.05470366305296
1627660349303250000,-9.68736793262112,10.97003161952,0,0,-0.025834587210867,0.999666231351067,1.22524301138187,0,-0.05481986550637
1627660349303270000,-9.66290922530201,10.9687665914843,0,0,-0.026383422125197,0.999651896930608,1.23073513267396,0,-0.054932382543647
1627660349347430000,-9.63834727375526,10.9674691797563,0,0,-0.026933227736591,0.999637234822558,1.23611638054614,0,-0.055041497122509
1627660349347470000,-9.61365818783067,10.9661378171174,0,0,-0.027482856106384,0.99962227497202,1.24139461421568,0,-0.054977346011792
1627660349391180000,-9.5887389752023,10.9647665607782,0,0,-0.028034615548283,0.999606952922527,1.24659359930632,0,-0.054911860053856
1627660349391200000,-9.56407540286731,10.963382060506,0,0,-0.028577798694414,0.999591571303891,1.25161508077677,0,-0.054844876164875
1627660349439330000,-9.53908043726156,10.9619517054823,0,0,-0.029125426873574,0.999575764766949,1.25658348507117,0,-0.054777841622055
1627660349439370000,-9.51377549051986,10.9604757920614,0,0,-0.029676989119265,0.999559541156411,1.26149371197688,0,-0.054709255000691
1627660349439380000,-9.48879514109867,10.958991146882,0,0,-0.030218509174426,0.999543316571761,1.26622499484178,0,-0.054621082865555
1627660349487260000,-9.46341596581789,10.9574552005557,0,0,-0.030765771039391,0.999526621622632,1.27091916234666,0,-0.054533914230922
1627660349487270000,-9.43821206547268,10.9559021598252,0,0,-0.031306393109967,0.999509834744233,1.27547073537695,0,-0.054445286182685
1627660349491850000,-9.41269926289022,10.9543023793162,0,0,-0.031850834485933,0.999492633460872,1.27997073787583,0,-0.054357311960578
1627660349511610000,-9.38721546390248,10.9526765436864,0,0,-0.032391886143453,0.99947524517222,1.28436035487962,0,-0.054268361573406
1627660349559290000,-9.36156446208752,10.9510121543783,0,0,-0.032932932989508,0.999457563843862,1.28867612554989,0,-0.054096217978796
1627660349559300000,-9.33558965221191,10.9492985119028,0,0,-0.033477271506695,0.999439479054368,1.29294487077231,0,-0.053924602268094
1627660349603250000,-9.31001695918091,10.9475834193523,0,0,-0.03400973845809,0.999421501514758,1.29704933992107,0,-0.05375254682445
1627660349603270000,-9.28416192280904,10.9458217152833,0,0,-0.034544736266171,0.999403152484672,1.30110428477372,0,-0.053584946585932
1627660349651200000,-9.25824065236802,10.9440276153294,0,0,-0.035077789311127,0.999384584980699,1.30507626761023,0,-0.053417283350078
1627660349651220000,-9.23227104947569,10.9422023322002,0,0,-0.035607582425918,0.999365848963122,1.30896460739348,0,-0.053150607139293
1627660349695210000,-9.20613980106732,10.9403378431838,0,0,-0.036136483665078,0.999346863980832,1.31278799891081,0,-0.052887039135567
1627660349695220000,-9.17994733106277,10.9384411183874,0,0,-0.036662495541153,0.999327704719875,1.3165329941458,0,-0.052625454585632
1627660349695240000,-9.15380549737196,10.9365203939144,0,0,-0.037183455170067,0.999308456214404,1.32018584002866,0,-0.05236690831519
1627660349739270000,-9.12747230568716,10.9345580036339,0,0,-0.037704263970257,0.999288941437091,1.32378246289703,0,-0.052112506827936
1627660349739290000,-9.10095425294226,10.9325540404931,0,0,-0.038224617649999,0.999269172248154,1.32732252343253,0,-0.051841823477206
1627660349753550000,-9.07439673867747,10.9305192765627,0,0,-0.038741693725001,0.999249258777468,1.33078763821055,0,-0.051573230500987
1627660349771870000,-9.04804121711024,10.9284725506347,0,0,-0.039250901663932,0.999229386436652,1.33414888644055,0,-0.051308242257336
1627660349815300000,-9.02155210412985,10.9263882877748,0,0,-0.039758854510256,0.999209304144048,1.33745198667171,0,-0.051049229368865
1627660349815310000,-8.99484633443503,10.924259655517,0,0,-0.040267161879721,0.999188948935161,1.34070798202554,0,-0.050792809563034
1627660349863220000,-8.96813795409851,10.92210346641,0,0,-0.040770593065351,0.999168533702448,1.34389157859766,0,-0.050420007013773
1627660349863240000,-8.9413843118034,10.9199164859691,0,0,-0.041270053388434,0.99914802841887,1.34700968711399,0,-0.050053193875521
1627660349907240000,-8.9146271297528,10.9177022843866,0,0,-0.041764854880102,0.999127467792195,1.35005909492613,0,-0.04969172167313
1627660349907260000,-8.88764318902141,10.9154424064784,0,0,-0.04225919011606,0.999106681416321,1.35306648979731,0,-0.049336103547262
1627660349951190000,-8.86065700252,10.9131554469296,0,0,-0.042748971267831,0.999085844887987,1.35600750432552,0,-0.048983341100912
1627660349951210000,-8.83368753942777,10.9108432703257,0,0,-0.043231128165829,0.999065097757654,1.35888185862142,0,-0.048352578126569
1627660349995180000,-8.80664379156485,10.90849842822,0,0,-0.043707438898114,0.999044373281271,1.36170085422902,0,-0.047733086846226
1627660349995190000,-8.77943655674768,10.906113270973,0,0,-0.044179550740478,0.999023606976517,1.36447471507868,0,-0.047122621631
1627660349995200000,-8.75238258690342,10.9037157815423,0,0,-0.04464207761264,0.99900304549407,1.36717235820784,0,-0.04651912194208
1627660350043230000,-8.72515367101262,10.9012773754234,0,0,-0.045100816894347,0.998982440444006,1.36982837016953,0,-0.045929532042218
1627660350043240000,-8.69785882483075,10.8988077943065,0,0,-0.04555420360175,0.998961868408504,1.37243273141055,0,-0.045369135890596
1627660350052230000,-8.67055279240324,10.8963122102588,0,0,-0.046001436070573,0.99894137359479,1.37498139799726,0,-0.044817238113354
1627660350072780000,-8.64312550829765,10.8937807789861,0,0,-0.046444422589348,0.998920875550382,1.37748579151069,0,-0.044274842113952
1627660350115210000,-8.6157384920807,10.8912285652328,0,0,-0.046880644270873,0.998900498144208,1.37993215914626,0,-0.043739650936723
1627660350115230000,-8.58836305676707,10.8886533115381,0,0,-0.047310711350324,0.998880221343644,1.38232461089178,0,-0.043214737639798
1627660350163260000,-8.56064218263653,10.8860214784741,0,0,-0.047740355158775,0.998859779192913,1.38469506228252,0,-0.042705534886747
1627660350163280000,-8.53308703237207,10.8833814591026,0,0,-0.048161668951898,0.998839553503849,1.38700011418334,0,-0.042199055907031
1627660350207190000,-8.50565381564681,10.8807297650761,0,0,-0.048575540756223,0.998819511643741,1.3892455345754,0,-0.041704680397141
1627660350207200000,-8.4780900493323,10.8780423943892,0,0,-0.048985922928952,0.998799469040106,1.39145341299291,0,-0.041221321150095
1627660350251200000,-8.45038895330157,10.8753186531414,0,0,-0.04939295515215,0.998779423086668,1.39362478260999,0,-0.040744336789513
1627660350251220000,-8.422598588262,10.8725632630265,0,0,-0.049793002834321,0.998759559087542,1.39575641889036,0,-0.039976414360219
1627660350299210000,-8.39480932578784,10.8697855001447,0,0,-0.050184890451197,0.998739944515288,1.39784223297877,0,-0.039220088755233
1627660350299240000,-8.36713790265825,10.8669975822421,0,0,-0.050567180841155,0.99872066175772,1.39987476697615,0,-0.038477665672894
1627660350299250000,-8.33919031021082,10.8641602258539,0,0,-0.050945476495573,0.99870143607819,1.40188397762424,0,-0.037751964600053
1627660350343210000,-8.31129121607179,10.8613064382692,0,0,-0.051315408468473,0.998682496519146,1.40384678737636,0,-0.037032414559155
1627660350343240000,-8.28344441236533,10.8584371521854,0,0,-0.051677023906328,0.998663849951616,1.40576418733923,0,-0.036316555839331
1627660350352100000,-8.25551865828126,10.8555392913514,0,0,-0.052032196441093,0.998645407806753,1.40764625057161,0,-0.035615235148121
1627660350372000000,-8.22752921347424,10.8526146964967,0,0,-0.052380831589492,0.998627181926265,1.40949259725851,0,-0.034924893849086
1627660350419380000,-8.19955858195508,10.8496723230353,0,0,-0.052722029036702,0.998609226701943,1.41129857889556,0,-0.034245779652692
1627660350419410000,-8.17149222934896,10.8467004877173,0,0,-0.053057323894209,0.99859146820969,1.41307243639001,0,-0.033579716248172
1627660350463200000,-8.14341370958903,10.8437082957452,0,0,-0.053384978432394,0.998574005308456,1.41480951450079,0,-0.032839783495227
1627660350463220000,-8.11489882913648,10.8406506765165,0,0,-0.053709981901855,0.998556577187343,1.41653633501281,0,-0.03211333553246
1627660350507190000,-8.08710631576328,10.8376522153379,0,0,-0.054019249543116,0.998539894385196,1.41818339904862,0,-0.031389355046057
1627660350507200000,-8.05898552448784,10.8346007141985,0,0,-0.054324929257779,0.998523310724961,1.41981524293619,0,-0.030697119224367
1627660350551290000,-8.03070570227721,10.8315144363564,0,0,-0.054625122821823,0.998506933354346,1.42142184244955,0,-0.030009648571592
1627660350551320000,-8.00240753379403,10.8284089374144,0,0,-0.054917276586513,0.998490907686355,1.42299559604528,0,-0.029218571944976
1627660350599330000,-7.97399083126826,10.8252735998975,0,0,-0.055202553761615,0.998475176485723,1.42454267758734,0,-0.028441905140112
1627660350599350000,-7.94595247731506,10.8221637894365,0,0,-0.055476175309388,0.998460011203775,1.42603696248957,0,-0.027676699340828
1627660350599360000,-7.91761002032216,10.8190045240068,0,0,-0.055745092613657,0.998445033364128,1.427516080713,0,-0.02693600439877
1627660350647340000,-7.88922871025046,10.8158254487232,0,0,-0.056006773749235,0.998430388807453,1.42896618979819,0,-0.026201275132293
1627660350647370000,-7.86075794764296,10.812621241619,0,0,-0.056260918926457,0.998416100131378,1.43039040426735,0,-0.025391414762379
1627660350651970000,-7.83228145710304,10.8094017082225,0,0,-0.056506901764857,0.998402208557722,1.43178503446692,0,-0.024594403502393
1627660350671830000,-7.80404471358669,10.8061951881885,0,0,-0.056742838128557,0.998388827221697,1.43313897247004,0,-0.023812398303793
1627660350715270000,-7.77547385566946,10.8029370483062,0,0,-0.056973731396448,0.998375677754003,1.43448054360084,0,-0.023051742221405
1627660350715290000,-7.7469562549717,10.7996716191043,0,0,-0.057196445107531,0.998362943356303,1.43579158753027,0,-0.022296606410988
1627660350763250000,-7.71851947526891,10.7964025901538,0,0,-0.057410898319237,0.998350634173274,1.43707165189898,0,-0.021549485048261
1627660350763260000,-7.69001042001317,10.7931128422513,0,0,-0.057618428248069,0.998338678368329,1.43832832723486,0,-0.020818693602352
1627660350807210000,-7.661427731438,10.7898025555655,0,0,-0.057819143005783,0.998327074010355,1.43956206824679,0,-0.020099981286368
1627660350807220000,-7.63287913498274,10.7864845833359,0,0,-0.058012409596967,0.998315862005985,1.4407687075049,0,-0.019393157009276
1627660350851200000,-7.60426934109144,10.783148271264,0,0,-0.058199024608706,0.99830500025523,1.44195285210055,0,-0.018700681524857
1627660350851210000,-7.5755853826755,10.7797924404054,0,0,-0.058378771926832,0.998294505137795,1.44311542699606,0,-0.017980070718393
1627660350895240000,-7.54696698928223,10.776433833035,0,0,-0.058550906999938,0.998284424044312,1.44425124575911,0,-0.017271431673591
1627660350895270000,-7.5181723169399,10.7730444705511,0,0,-0.058717023037376,0.998274667216207,1.44537040662764,0,-0.016577996181823
1627660350895290000,-7.48953886869877,10.769664423675,0,0,-0.058875272217736,0.998265346649521,1.44646015808401,0,-0.0158936611964
1627660350939180000,-7.46093079700809,10.7662781755512,0,0,-0.059026632348136,0.998256408280777,1.44752646068092,0,-0.015226288507109
1627660350939200000,-7.43213884856666,10.7628613087731,0,0,-0.059172802031766,0.998247754567827,1.4485775068279,0,-0.014620615337941
1627660350954120000,-7.40314420658701,10.7594117764618,0,0,-0.059313882577414,0.998239381778535,1.44961403506217,0,-0.014022730829558
1627660350971860000,-7.37457490157265,10.756004657167,0,0,-0.059446948148151,0.998231466322251,1.45061408914408,0,-0.013432251411215
1627660351019290000,-7.34589441968998,10.7525765238796,0,0,-0.059574772777804,0.998223845862476,1.45159746164798,0,-0.012861746561195
1627660351019300000,-7.31704692730352,10.7491209343717,0,0,-0.059697645832281,0.998216505114038,1.45256623850149,0,-0.012299988066322
1627660351067210000,-7.28825014836501,10.7456642284846,0,0,-0.059813251642497,0.99820958467045,1.4535133521646,0,-0.011600371020074
1627660351067220000,-7.25939823491821,10.742194125043,0,0,-0.059922171768153,0.998203052154514,1.45444275176556,0,-0.010915498214885
1627660351115420000,-7.23055996053512,10.7387192773803,0,0,-0.060024265519039,0.998196918222502,1.45535258162916,0,-0.010242568856368
1627660351115450000,-7.20164683083181,10.7352294097149,0,0,-0.060119974591299,0.998191158373556,1.45624601879652,0,-0.009582977460634
1627660351115490000,-7.17275281374001,10.7317362272766,0,0,-0.060209094619555,0.998185786777739,1.45712048210201,0,-0.008934469002713
1627660351159220000,-7.14381620476081,10.7282326529756,0,0,-0.060291202593577,0.998180830756542,1.45797823518774,0,-0.008224180490885
1627660351159230000,-7.11486555321574,10.7247225457056,0,0,-0.060366339885886,0.998176289544478,1.45881875986428,0,-0.007526639548435
1627660351173150000,-7.08595847404414,10.7212133053651,0,0,-0.060434504522974,0.998172164840847,1.45964077365688,0,-0.006842315352982
1627660351192080000,-7.05700069331287,10.7176938966271,0,0,-0.060496068275171,0.998168435547451,1.46044735122133,0,-0.006172301446458
1627660351235240000,-7.02804324498886,10.7141709034782,0,0,-0.060551036996556,0.998165102534967,1.46123737559072,0,-0.005514137714005
1627660351235260000,-6.9989819894507,10.7106320328286,0,0,-0.060599586004971,0.998162156253194,1.46201398585612,0,-0.004855329016649
